SRC_ADD,DES_ADD,PKT_ID,FROM_NODE,TO_NODE,PKT_TYPE,PKT_SIZE,FID,SEQ_NUMBER,NUMBER_OF_PKT,NUMBER_OF_BYTE,NODE_NAME_FROM,NODE_NAME_TO,PKT_IN,PKT_OUT,PKT_R,PKT_DELAY_NODE,PKT_RATE,BYTE_RATE,PKT_AVG_SIZE,UTILIZATION,PKT_DELAY,PKT_SEND_TIME,PKT_RESEVED_TIME,FIRST_PKT_SENT,LAST_PKT_RESEVED,PKT_CLASS
7.1,24.27,442781,7,21,cbr,1000,28,1824,6250,6250000,clien-7,Switch1,39.592,39.592,39.60208,0,124.941627,124942,1000,0.059605,0.001157,39.592,39.623397,25,75.02336,Normal
13,24.13,66652,23,24,tcp,1540,14,2086,16103,24798600,Router,server1,7.507811,7.507811,7.517934,0,328.460131,505828,1540,0.236498,0,7.487565,7.517934,1,50.025737,Normal
8.1,24.28,610214,8,21,cbr,1000,29,4692,6250,6250000,clien-8,Switch1,62.536,62.536,62.54608,0,124.941228,124941,1000,0.059605,0.00128,62.536,62.56752,25,75.02352,Normal
24.6,6,141911,24,23,ack,55,7,4422,16091,885005,server1,Router,14.575973,14.575973,14.585977,0,328.19309,18050.6,55,0.00844,0,14.575973,14.605983,1.030048,50.059112,Normal
19.1,24.39,575681,22,23,cbr,1000,40,3098,6250,6250000,Switch2,Router,49.79408,49.7948,49.80488,0.00072,124.940628,124941,1000,0.059605,0.001547,49.784,49.815787,25,75.02376,Normal
5,24.5,93462,5,21,tcp,1540,6,2916,16091,24780100,clien-5,Switch1,10.013019,10.013019,10.023142,0,328.204637,505434,1540,0.236321,0,10.013019,10.043389,1,50.027339,UDP-Flood
12,24.12,307865,23,24,tcp,1540,13,9276,16103,24798600,Router,server1,29.261373,29.262684,29.272807,0.001311,328.491489,505876,1540,0.236498,0.001742,29.240696,29.272807,1,50.021057,Normal
18.1,24.38,630662,18,22,cbr,1000,39,5707,6250,6250000,clien-18,Switch2,70.656,70.656,70.66608,0,124.941028,124941,1000,0.059605,0.00136,70.656,70.6876,25,75.0236,Normal
24.2,2,120627,21,2,ack,55,3,3759,16091,885005,Switch1,clien-2,12.590944,12.590944,12.600947,0,328.26412,18054.5,55,0.00844,0,12.570938,12.600947,1.030022,50.048477,Normal
13.2,24.55,60341,23,24,cbr,692,34,2315,9108,6302740,router,server1,57.343831,57.347172,57.357228,0.003341,1016.443439,703379,692,0.060108,0.037228,57.32,57.357228,1,9.960656,UDP-Flood
24.1,1,179838,23,21,ack,55,2,5606,16091,885005,Router,Switch1,18.158912,18.158912,18.168915,0,328.297902,18056.4,55,0.00844,0,18.148908,18.178918,1.030016,50.043427,Normal
10,24.1,105461,10,22,tcp,1540,11,3298,16103,24798600,clien-10,Switch2,11.14544,11.14544,11.155563,0,328.561898,505985,1540,0.236498,0,11.14544,11.17581,1,50.010552,Normal
4.1,24.24,630203,23,24,cbr,1000,25,5685,6250,6250000,Router,server1,70.50048,70.5008,70.51088,0.00032,124.942826,124943,1000,0.059605,0.00064,70.48,70.51088,25,75.02288,Normal
10,24.1,342539,10,22,tcp,1540,11,10159,16103,24798600,clien-10,Switch2,31.902007,31.902007,31.91213,0,328.561898,505985,1540,0.236498,0,31.902007,31.932377,1,50.010552,Normal
24.12,12,255370,24,23,ack,55,13,7944,16103,885665,server1,Router,25.213094,25.213094,25.223098,0,328.491596,18067,55,0.008446,0,25.213094,25.243104,1.030026,50.051067,Normal
24.14,14,438794,23,22,ack,55,15,12568,16103,885665,Router,Switch2,39.295903,39.295903,39.305906,0,328.432001,18063.8,55,0.008446,0,39.285899,39.315909,1.030038,50.059974,Normal
24.1,1,378586,21,1,ack,55,2,11046,16091,885005,Switch1,clien-1,34.687418,34.687418,34.697421,0,328.297902,18056.4,55,0.00844,0,34.667411,34.697421,1.030016,50.043427,Normal
24.1,1,405099,21,1,ack,55,2,11719,16091,885005,Switch1,clien-1,36.721022,36.721022,36.731026,0,328.297902,18056.4,55,0.00844,0,36.701016,36.731026,1.030016,50.043427,Normal
7.1,24.27,415770,21,23,cbr,1000,28,1565,6250,6250000,Switch1,Router,37.53008,37.530587,37.540667,0.000507,124.941627,124942,1000,0.059605,0.00111,37.52,37.55135,25,75.02336,Normal
8,24.8,533992,23,24,tcp,1540,9,14964,16088,24775500,Router,server1,46.608134,46.608674,46.618797,0.00054,328.11323,505294,1540,0.236278,0.00054,46.587888,46.618797,1,50.031854,Normal
7,24.7,107608,7,21,tcp,1540,8,3351,16090,24778600,clien-7,Switch1,11.345674,11.345674,11.355797,0,328.167486,505378,1540,0.236307,0,11.345674,11.376043,1,50.029842,Normal
24.1,1,324897,21,1,ack,55,2,9694,16091,885005,Switch1,clien-1,30.566404,30.566404,30.576407,0,328.297902,18056.4,55,0.00844,0,30.546397,30.576407,1.030016,50.043427,Normal
5,24.5,279819,21,23,tcp,1540,6,8563,16091,24780100,Switch1,Router,27.099043,27.099843,27.109966,0.0008,328.204637,505434,1540,0.236321,0.0016,27.08892,27.12089,1,50.027339,Normal
11.2,24.53,31249,22,23,cbr,1500,32,1197,9108,13662000,switch2,router,30.121337,30.123137,30.133257,0.0018,1016.449678,1524670,1500,0.130291,0.03858,30.110857,30.149437,1,9.960601,UDP-Flood
9.2,24.51,45023,23,24,cbr,1500,30,1725,9108,13662000,router,server1,43.00652,43.0088,43.01892,0.00228,1016.496869,1524750,1500,0.130291,0.03492,42.984,43.01892,1,9.960185,UDP-Flood
7,24.7,281968,7,21,tcp,1540,8,8615,16090,24778600,clien-7,Switch1,27.254784,27.254784,27.264907,0,328.167486,505378,1540,0.236307,0,27.254784,27.285154,1,50.029842,Normal
13,24.13,513338,13,22,tcp,1540,14,14462,16103,24798600,clien-13,Switch2,45.003181,45.003181,45.013304,0,328.460131,505828,1540,0.236498,0.001587,45.003181,45.035138,1,50.025737,Normal
8.2,24.5,75878,23,24,cbr,1500,29,2913,9108,13662000,router,server1,71.970971,71.973131,71.983251,0.00216,1016.516723,1524780,1500,0.130291,0.03468,71.948571,71.983251,1,9.96001,UDP-Flood
24.5,5,38687,24,23,ack,55,6,1200,16091,885005,server1,Router,4.851517,4.851517,4.86152,0,328.204851,18051.3,55,0.00844,0,4.851517,4.881526,1.030042,50.057349,Normal
13,24.13,311901,13,22,tcp,1540,14,9381,16103,24798600,clien-13,Switch2,29.551845,29.551845,29.561969,0,328.460131,505828,1540,0.236498,0,29.551845,29.582215,1,50.025737,Normal
24.9,9,354178,23,21,ack,55,10,10424,16085,884675,Router,Switch1,32.803901,32.803901,32.813905,0,328.064183,18043.5,55,0.008437,0,32.793898,32.823908,1.030058,50.060098,Normal
6.1,24.26,587087,21,23,cbr,1000,27,3544,6250,6250000,Switch1,Router,53.36208,53.36256,53.37264,0.00048,124.942027,124942,1000,0.059605,0.00096,53.352,53.3832,25,75.0232,Normal
24.4,4,24753,23,21,ack,55,5,767,16091,885005,Router,Switch1,3.550426,3.550426,3.560429,0,328.218006,18052,55,0.00844,0,3.540422,3.570432,1.030035,50.055377,Normal
12.2,24.54,70134,22,23,cbr,1500,33,2551,8655,12982500,switch2,router,66.508811,66.509291,66.519411,0.00048,962.684973,1444030,1500,0.123811,0.03168,66.498571,66.530251,1,9.99048,UDP-Flood
24,0,115404,23,21,ack,55,1,3599,16091,885005,Router,Switch1,12.091624,12.091624,12.101627,0,328.316229,18057.4,55,0.00844,0,12.081621,12.11163,1.03001,50.040685,Normal
19.1,24.39,587504,22,23,cbr,1000,40,3564,6250,6250000,Switch2,Router,53.52208,53.5228,53.53288,0.00072,124.940628,124941,1000,0.059605,0.00152,53.512,53.54376,25,75.02376,Normal
15,24.15,124869,22,23,tcp,1540,16,3897,16092,24781700,Switch2,Router,12.982093,12.982093,12.992216,0,328.205808,505437,1540,0.236337,0,12.97197,13.002339,1,50.030211,Normal
10.2,24.52,56966,22,23,cbr,1500,31,2071,8655,12982500,switch2,router,54.179669,54.180029,54.190149,0.00036,962.684973,1444030,1500,0.123811,0.03144,54.169429,54.200869,1,9.99048,UDP-Flood
24.13,13,506223,24,23,ack,55,14,14266,16103,885665,server1,Router,44.458598,44.458598,44.468602,0,328.460278,18065.3,55,0.008446,0,44.458598,44.488608,1.030032,50.055747,Normal
10.1,24.3,602087,23,24,cbr,1000,31,4288,6250,6250000,Router,server1,59.32416,59.32424,59.33432,0.00008,124.944225,124944,1000,0.059605,0.00008,59.304,59.33432,25,75.02232,Normal
24.11,11,6476,22,11,ack,55,12,198,16103,885665,Switch2,clien-11,1.839874,1.839874,1.849877,0,328.522947,18068.8,55,0.008446,0,1.819867,1.849877,1.030019,50.046382,Normal
0,24,284473,21,23,tcp,1540,1,8684,16091,24780100,Switch1,Router,27.457621,27.457621,27.467744,0,328.316229,505606,1540,0.236321,0,27.447498,27.477867,1,50.010675,Normal
10,24.1,567061,10,22,tcp,1540,11,15812,16103,24798600,clien-10,Switch2,49.122739,49.122739,49.132863,0,328.561898,505985,1540,0.236498,0,49.122739,49.153109,1,50.010552,Normal
24.1,1,116358,21,1,ack,55,2,3628,16091,885005,Switch1,clien-1,12.191698,12.191698,12.201701,0,328.297902,18056.4,55,0.00844,0,12.171691,12.201701,1.030016,50.043427,Normal
4.1,24.24,532880,23,24,cbr,1000,25,2688,6250,6250000,Router,server1,46.52448,46.524858,46.534938,0.000378,124.942826,124943,1000,0.059605,0.000698,46.504,46.534938,25,75.02288,Normal
24.8,8,197286,21,8,ack,55,9,6148,16088,884840,Switch1,clien-8,19.807531,19.807531,19.817534,0,328.113525,18046.2,55,0.008438,0,19.787524,19.817534,1.030054,50.061864,Normal
24.6,6,47243,21,6,ack,55,7,1467,16091,885005,Switch1,clien-6,5.675798,5.675798,5.685802,0,328.19309,18050.6,55,0.00844,0,5.655792,5.685802,1.030048,50.059112,Normal
24.13,13,283269,22,13,ack,55,14,8650,16103,885665,Switch2,clien-13,27.373914,27.373914,27.383917,0,328.460278,18065.3,55,0.008446,0,27.353907,27.383917,1.030032,50.055747,Normal
10.1,24.3,531851,23,24,cbr,1000,31,2678,6250,6250000,Router,server1,46.44416,46.444258,46.454338,0.000098,124.944225,124944,1000,0.059605,0.000098,46.424,46.454338,25,75.02232,Normal
5,24.5,477902,21,23,tcp,1540,6,13553,16091,24780100,Switch1,Router,42.296261,42.296261,42.306384,0,328.204637,505434,1540,0.236321,0,42.286138,42.316507,1,50.027339,Normal
24.5,5,548200,21,5,ack,55,6,15322,16091,885005,Switch1,clien-5,47.697699,47.697699,47.707703,0,328.204851,18051.3,55,0.00844,0,47.677693,47.707703,1.030042,50.057349,Normal
24,0,180180,23,21,ack,55,1,5621,16091,885005,Router,Switch1,18.190416,18.190416,18.200419,0,328.316229,18057.4,55,0.00844,0,18.180413,18.210422,1.03001,50.040685,Normal
6.1,24.26,433175,6,21,cbr,1000,27,1732,6250,6250000,clien-6,Switch1,38.856,38.856,38.86608,0,124.942027,124942,1000,0.059605,0.001011,38.856,38.887251,25,75.0232,Normal
5,24.5,226390,5,21,tcp,1540,6,7063,16091,24780100,clien-5,Switch1,22.529793,22.529793,22.539916,0,328.204637,505434,1540,0.236321,0,22.529793,22.560163,1,50.027339,Normal
3,24.3,64584,3,21,tcp,1540,4,2012,16091,24780100,clien-3,Switch1,7.28881,7.28881,7.298933,0,328.240918,505490,1540,0.236321,0,7.28881,7.319179,1,50.02192,Normal
24.6,6,250952,21,6,ack,55,7,7821,16091,885005,Switch1,clien-6,24.860488,24.860488,24.870491,0,328.19309,18050.6,55,0.00844,0,24.840482,24.870491,1.030048,50.059112,Normal
25,20,71205,25,23,tcp,576,0,779881,7110,4092144,webcache,router,67.495709,67.520268,67.559484,0.024559,95.145988,54761.05236,575.547679,0.039026,0.113037,67.495709,67.608746,1.27255,75.999821,Normal
24.5,5,425904,24,23,ack,55,6,12231,16091,885005,server1,Router,38.296836,38.296836,38.306839,0,328.204851,18051.3,55,0.00844,0,38.296836,38.326845,1.030042,50.057349,Normal
16.1,24.36,353211,23,24,cbr,1000,37,965,6250,6250000,Router,server1,32.740608,32.741131,32.751211,0.000523,124.941827,124942,1000,0.059605,0.000971,32.72,32.751211,25,75.02328,Normal
14.1,24.34,272594,14,22,cbr,1000,35,192,6250,6250000,clien-14,Switch2,26.536,26.536,26.54608,0,124.942626,124943,1000,0.059605,0.000706,26.536,26.566946,25,75.02296,Normal
2,24.2,28238,2,21,tcp,1540,3,885,16091,24780100,clien-2,Switch1,3.870234,3.870234,3.880357,0,328.26404,505526,1540,0.236321,0,3.870234,3.900603,1,50.018467,Normal
13.2,24.55,43500,23,24,cbr,1500,34,1662,9108,13662000,router,server1,41.541503,41.541743,41.551863,0.00024,1016.443439,1524670,1500,0.130291,0.03072,41.521143,41.551863,1,9.960656,UDP-Flood
24.3,3,548092,23,21,ack,55,4,15316,16091,885005,Router,Switch1,47.679072,47.679072,47.689075,0,328.241051,18053.3,55,0.00844,0,47.669069,47.699079,1.030029,50.051929,Normal
24.6,6,347739,24,23,ack,55,7,10266,16091,885005,server1,Router,32.30112,32.30112,32.311123,0,328.19309,18050.6,55,0.00844,0,32.30112,32.33113,1.030048,50.059112,Normal
24.1,1,78913,21,1,ack,55,2,2456,16091,885005,Switch1,clien-1,8.66223,8.66223,8.672234,0,328.297902,18056.4,55,0.00844,0,8.642224,8.672234,1.030016,50.043427,Normal
5,24.5,154388,21,23,tcp,1540,6,4820,16091,24780100,Switch1,Router,15.760354,15.760354,15.770477,0,328.204637,505434,1540,0.236321,0,15.750231,15.780601,1,50.027339,Normal
24.8,8,281926,21,8,ack,55,9,8610,16088,884840,Switch1,clien-8,27.271138,27.271138,27.281141,0,328.113525,18046.2,55,0.008438,0,27.251131,27.281141,1.030054,50.061864,Normal
25,20,58538,23,21,tcp,576,0,103985,7110,4092144,router,switch1,55.750543,55.750543,55.760589,0,95.145988,54761.05236,575.547679,0.039026,0.113037,55.686768,55.799805,1.27255,75.999821,Normal
24.8,8,438764,23,21,ack,55,9,12555,16088,884840,Router,Switch1,39.29281,39.29281,39.302813,0,328.113525,18046.2,55,0.008438,0,39.282806,39.312816,1.030054,50.061864,Normal
4,24.4,460809,4,21,tcp,1540,5,13124,16091,24780100,clien-4,Switch1,40.97491,40.97491,40.985034,0,328.217832,505455,1540,0.236321,0,40.97491,41.00528,1,50.025368,Normal
11.1,24.31,605844,23,24,cbr,1000,32,4475,6250,6250000,Router,server1,60.82024,60.8204,60.83048,0.00016,124.943825,124944,1000,0.059605,0.00024,60.8,60.83048,25,75.02248,Normal
1,24.1,333229,1,21,tcp,1540,2,9918,16091,24780100,clien-1,Switch1,31.185442,31.185442,31.195565,0,328.297855,505578,1540,0.236321,0.001723,31.185442,31.217534,1,50.013418,Normal
16.1,24.36,571293,16,22,cbr,1000,37,3056,6250,6250000,clien-16,Switch2,49.448,49.448,49.45808,0,124.941827,124942,1000,0.059605,0.001,49.448,49.47924,25,75.02328,Normal
18.2,24.6,40629,18,22,cbr,1500,39,1477,8655,12982500,client-18,switch2,38.886429,38.886669,38.896789,0.00024,962.684973,1444030,1500,0.123811,0.03283,38.886429,38.919259,1,9.99048,UDP-Flood
12,24.12,374440,23,24,tcp,1540,13,10954,16103,24798600,Router,server1,34.37014,34.37014,34.380263,0,328.491489,505876,1540,0.236498,0,34.349893,34.380263,1,50.021057,Normal
19.2,24.61,4431,19,22,cbr,1500,40,172,9108,13662000,client-19,switch2,5.096,5.09648,5.1066,0.00048,1016.418257,1524630,1500,0.130291,0.052302,5.096,5.148302,1,9.960878,UDP-Flood
24.15,15,481711,22,15,ack,55,16,13646,16092,885060,Switch2,clien-15,42.597488,42.597488,42.607491,0,328.206042,18051.3,55,0.008441,0,42.577482,42.607491,1.030045,50.060221,Normal
13,24.13,187173,13,22,tcp,1540,14,5848,16103,24798600,clien-13,Switch2,18.839723,18.839723,18.849846,0,328.460131,505828,1540,0.236498,0,18.839723,18.870093,1,50.025737,Normal
8,24.8,350262,21,23,tcp,1540,9,10332,16088,24775500,Switch1,Router,32.504673,32.504673,32.514796,0,328.11323,505294,1540,0.236278,0,32.494549,32.524919,1,50.031854,Normal
8,24.8,49335,8,21,tcp,1540,9,1536,16088,24775500,clien-8,Switch1,5.854246,5.854246,5.86437,0,328.11323,505294,1540,0.236278,0,5.854246,5.884616,1,50.031854,Normal
24.12,12,232240,23,22,ack,55,13,7242,16103,885665,Router,Switch2,23.087784,23.087784,23.097787,0,328.491596,18067,55,0.008446,0,23.077781,23.10779,1.030026,50.051067,Normal
6,24.6,393364,6,21,tcp,1540,7,11423,16091,24780100,clien-6,Switch1,35.800028,35.80008,35.810203,0.000052,328.192835,505416,1540,0.236321,0.0016,35.800028,35.831998,1,50.029102,Normal
7,24.7,421653,21,23,tcp,1540,8,12141,16090,24778600,Switch1,Router,37.981226,37.981226,37.991349,0,328.167486,505378,1540,0.236307,0.000598,37.971103,38.00207,1,50.029842,Normal
24.14,14,543145,22,14,ack,55,15,15195,16103,885665,Switch2,clien-14,47.308944,47.308944,47.318947,0,328.432001,18063.8,55,0.008446,0,47.288938,47.318947,1.030038,50.059974,Normal
12.1,24.32,617415,23,24,cbr,1000,33,5050,6250,6250000,Router,server1,65.42032,65.42056,65.43064,0.00024,124.943426,124943,1000,0.059605,0.0004,65.4,65.43064,25,75.02264,Normal
24.3,3,514712,23,21,ack,55,4,14471,16091,885005,Router,Switch1,45.119578,45.119578,45.129581,0,328.241051,18053.3,55,0.00844,0,45.109575,45.139584,1.030029,50.051929,Normal
24.14,14,522933,22,14,ack,55,15,14685,16103,885665,Switch2,clien-14,45.759338,45.759338,45.769341,0,328.432001,18063.8,55,0.008446,0,45.739331,45.769341,1.030038,50.059974,Normal
24.1,10,574586,22,10,ack,55,11,15991,16103,885665,Switch2,clien-10,49.721312,49.721312,49.731315,0,328.561918,18070.9,55,0.008446,0,49.701305,49.731315,1.030013,50.040562,Normal
15.2,24.57,49671,22,23,cbr,1500,36,1800,8655,12982500,switch2,router,47.244406,47.244646,47.254766,0.00024,962.684973,1444030,1500,0.123811,0.03096,47.234286,47.265246,1,9.99048,UDP-Flood
24.6,6,167095,23,21,ack,55,7,5206,16091,885005,Router,Switch1,16.956752,16.956752,16.966755,0,328.19309,18050.6,55,0.00844,0,16.946748,16.976758,1.030048,50.059112,Normal
11,24.11,221591,23,24,tcp,1540,12,6917,16103,24798600,Router,server1,22.097278,22.097278,22.107402,0,328.522879,505925,1540,0.236498,0,22.077032,22.107402,1,50.016373,Normal
15,24.15,45425,22,23,tcp,1540,16,1419,16092,24781700,Switch2,Router,5.495318,5.495318,5.505442,0,328.205808,505437,1540,0.236337,0,5.485195,5.515565,1,50.030211,Normal
1,24.1,516291,21,23,tcp,1540,2,14524,16091,24780100,Switch1,Router,45.241059,45.241059,45.251182,0,328.297855,505578,1540,0.236321,0,45.230936,45.261306,1,50.013418,Normal
6,24.6,186459,23,24,tcp,1540,7,5814,16091,24780100,Router,server1,18.790793,18.790837,18.80096,0.000044,328.192835,505416,1540,0.236321,0.000044,18.770546,18.80096,1,50.029102,Normal
0,24,471009,23,24,tcp,1540,1,13385,16091,24780100,Router,server1,41.77637,41.776493,41.786616,0.000123,328.316229,505606,1540,0.236321,0.000123,41.756123,41.786616,1,50.010675,Normal
2.2,24.44,32408,23,24,cbr,1192,23,1179,8655,10316800,router,server1,31.20189,31.202874,31.21297,0.000984,962.684973,1147520,1192,0.098389,0.032256,31.180714,31.21297,1,9.99048,UDP-Flood
24.6,6,222284,21,6,ack,55,7,6929,16091,885005,Switch1,clien-6,22.160746,22.160746,22.170749,0,328.19309,18050.6,55,0.00844,0,22.140739,22.170749,1.030048,50.059112,Normal
5.1,24.25,252879,23,24,cbr,1000,26,2,6250,6250000,Router,server1,25.03656,25.03696,25.04704,0.0004,124.942427,124942,1000,0.059605,0.0008,25.016,25.04704,25,75.02304,Normal
24.14,14,115043,23,22,ack,55,15,3586,16103,885665,Router,Switch2,12.058595,12.058595,12.068598,0,328.432001,18063.8,55,0.008446,0,12.048592,12.078602,1.030038,50.059974,Normal
20,25,63874,20,21,tcp,55,0,44,7085,389675,clienthttp,switch1,60.670781,60.670781,60.701421,0,94.7212,5209.67,55,0.003716,0.071283,60.670781,60.742064,1.201267,75.999728,SIDDOS
18.1,24.38,563999,22,23,cbr,1000,39,2986,6250,6250000,Switch2,Router,48.89808,48.89872,48.9088,0.00064,124.941028,124941,1000,0.059605,0.001386,48.888,48.919626,25,75.0236,Normal
0.1,24.2,526530,0,21,cbr,1000,21,2627,6250,6250000,clien-0,Switch1,46.016,46.016,46.02608,0,124.944425,124944,1000,0.059605,0.000195,46.016,46.046435,25,75.02224,Normal
24.3,3,68582,24,23,tcp,64,0,-1,210,13440,server1,router,65.0667,65.0667,65.076705,0,23.255775,1488.369621,64,0.000128,0.030015,65.0667,65.096715,0.0667,9.096715,Normal
24.14,14,486848,23,22,ack,55,15,13776,16103,885665,Router,Switch2,42.98239,42.98239,42.992394,0,328.432001,18063.8,55,0.008446,0,42.972387,43.002397,1.030038,50.059974,Normal
24.5,5,521238,24,23,ack,55,6,14641,16091,885005,server1,Router,45.60909,45.60909,45.619093,0,328.204851,18051.3,55,0.00844,0,45.60909,45.639099,1.030042,50.057349,Normal
24.9,9,218287,21,9,ack,55,10,6794,16085,884675,Switch1,clien-9,21.787069,21.787069,21.797072,0,328.064183,18043.5,55,0.008437,0,21.767062,21.797072,1.030058,50.060098,Normal
10,24.1,203794,23,24,tcp,1540,11,6367,16103,24798600,Router,server1,20.422061,20.422061,20.432184,0,328.561898,505985,1540,0.236498,0,20.401814,20.432184,1,50.010552,Normal
24.8,8,472132,24,23,ack,55,9,13401,16088,884840,server1,Router,41.842424,41.842424,41.852427,0,328.113525,18046.2,55,0.008438,0,41.842424,41.872434,1.030054,50.061864,Normal
13,24.13,354234,13,22,tcp,1540,14,10449,16103,24798600,clien-13,Switch2,32.799284,32.799284,32.809407,0,328.460131,505828,1540,0.236498,0,32.799284,32.829654,1,50.025737,Normal
7,24.7,180074,23,24,tcp,1540,8,5617,16090,24778600,Router,server1,18.190002,18.190002,18.200125,0,328.167486,505378,1540,0.236307,0,18.169755,18.200125,1,50.029842,Normal
9,24.9,546754,21,23,tcp,1540,10,15288,16085,24770900,Switch1,Router,47.57677,47.57677,47.586893,0,328.063862,505218,1540,0.236234,0,47.566646,47.597016,1,50.030088,Normal
12.1,24.32,631341,23,24,cbr,1000,33,5741,6250,6250000,Router,server1,70.94832,70.94856,70.95864,0.00024,124.943426,124943,1000,0.059605,0.0004,70.928,70.95864,25,75.02264,Normal
1,24.1,335628,1,21,tcp,1540,2,9980,16091,24780100,clien-1,Switch1,31.370029,31.370029,31.380152,0,328.297855,505578,1540,0.236321,0.001723,31.370029,31.402122,1,50.013418,Normal
24.1,10,169460,23,22,ack,55,11,5283,16103,885665,Router,Switch2,17.180188,17.180188,17.190191,0,328.561918,18070.9,55,0.008446,0,17.170185,17.200194,1.030013,50.040562,Normal
24.6,6,18824,21,6,ack,55,7,577,16091,885005,Switch1,clien-6,3.00137,3.00137,3.011373,0,328.19309,18050.6,55,0.00844,0,2.981363,3.011373,1.030048,50.059112,Normal
24.1,1,380970,23,21,ack,55,2,11105,16091,885005,Router,Switch1,34.860275,34.860275,34.870278,0,328.297902,18056.4,55,0.00844,0,34.850272,34.880282,1.030016,50.043427,Normal
24.5,5,234878,21,5,ack,55,6,7319,16091,885005,Switch1,clien-5,23.347805,23.347805,23.357808,0,328.204851,18051.3,55,0.00844,0,23.327798,23.357808,1.030042,50.057349,Normal
12,24.12,148030,23,24,tcp,1540,13,4626,16103,24798600,Router,server1,15.173632,15.173632,15.183755,0,328.491489,505876,1540,0.236498,0,15.153386,15.183755,1,50.021057,Normal
24.5,5,240012,21,5,ack,55,6,7475,16091,885005,Switch1,clien-5,23.82973,23.82973,23.839733,0,328.204851,18051.3,55,0.00844,0,23.809723,23.839733,1.030042,50.057349,Normal
11,24.11,205737,11,22,tcp,1540,12,6428,16103,24798600,clien-11,Switch2,20.585786,20.585786,20.595909,0,328.522879,505925,1540,0.236498,0,20.585786,20.616155,1,50.016373,Normal
24.4,4,25375,23,21,ack,55,5,784,16091,885005,Router,Switch1,3.609573,3.609573,3.619576,0,328.218006,18052,55,0.00844,0,3.59957,3.629579,1.030035,50.055377,Normal
7,24.7,40532,23,24,tcp,1540,8,1270,16090,24778600,Router,server1,5.043971,5.043971,5.054094,0,328.167486,505378,1540,0.236307,0,5.023725,5.054094,1,50.029842,Normal
14,24.14,466164,14,22,tcp,1540,15,13264,16103,24798600,clien-14,Switch2,41.384859,41.384859,41.394983,0,328.431807,505785,1540,0.236498,0.0016,41.384859,41.416829,1,50.029965,Normal
24.4,4,147614,23,21,ack,55,5,4592,16091,885005,Router,Switch1,15.121302,15.121302,15.131306,0,328.218006,18052,55,0.00844,0,15.111299,15.141309,1.030035,50.055377,Normal
11,24.11,396516,23,24,tcp,1540,12,11515,16103,24798600,Router,server1,36.06264,36.064074,36.074197,0.001434,328.522879,505925,1540,0.236498,0.001434,36.042394,36.074197,1,50.016373,Normal
24.6,6,318418,24,23,ack,55,7,9527,16091,885005,server1,Router,30.049554,30.049554,30.059557,0,328.19309,18050.6,55,0.00844,0,30.049554,30.079563,1.030048,50.059112,Normal
2,24.2,364712,23,24,tcp,1540,3,10703,16091,24780100,Router,server1,33.623736,33.623859,33.633982,0.000123,328.26404,505526,1540,0.236321,0.000123,33.60349,33.633982,1,50.018467,Normal
24.1,10,118608,24,23,ack,55,11,3699,16103,885665,server1,Router,12.38364,12.38364,12.393643,0,328.561918,18070.9,55,0.008446,0,12.38364,12.41365,1.030013,50.040562,Normal
24.3,3,281323,23,21,ack,55,4,8599,16091,885005,Router,Switch1,27.216059,27.216059,27.226062,0,328.241051,18053.3,55,0.00844,0,27.206056,27.236066,1.030029,50.051929,Normal
11.1,24.31,622082,23,24,cbr,1000,32,5282,6250,6250000,Router,server1,67.27624,67.2764,67.28648,0.00016,124.943825,124944,1000,0.059605,0.00024,67.256,67.28648,25,75.02248,Normal
24.8,8,461811,24,23,ack,55,9,13138,16088,884840,server1,Router,41.050772,41.050772,41.060775,0,328.113525,18046.2,55,0.008438,0,41.050772,41.080782,1.030054,50.061864,Normal
14,24.14,66036,23,24,tcp,1540,15,2070,16103,24798600,Router,server1,7.450389,7.450512,7.460635,0.000123,328.431807,505785,1540,0.236498,0.000123,7.430142,7.460635,1,50.029965,Normal
24.1,10,78850,24,23,ack,55,11,2452,16103,885665,server1,Router,8.638282,8.638282,8.648285,0,328.561918,18070.9,55,0.008446,0,8.638282,8.668291,1.030013,50.040562,Normal
24.3,3,44405,21,3,ack,55,4,1375,16091,885005,Switch1,clien-3,5.40779,5.40779,5.417794,0,328.241051,18053.3,55,0.00844,0,5.387784,5.417794,1.030029,50.051929,Normal
13,24.13,568510,13,22,tcp,1540,14,15848,16103,24798600,clien-13,Switch2,49.233299,49.233299,49.243422,0,328.460131,505828,1540,0.236498,0.001107,49.233299,49.264776,1,50.025737,Normal
24.13,13,127069,24,23,ack,55,14,3959,16103,885665,server1,Router,13.177933,13.177933,13.187936,0,328.460278,18065.3,55,0.008446,0,13.177933,13.207942,1.030032,50.055747,Normal
13,24.13,99196,23,24,tcp,1540,14,3100,16103,24798600,Router,server1,10.571627,10.571627,10.58175,0,328.460131,505828,1540,0.236498,0,10.551381,10.58175,1,50.025737,Normal
4,24.4,8829,23,24,tcp,1540,5,276,16091,24780100,Router,server1,2.059638,2.059638,2.069762,0,328.217832,505455,1540,0.236321,0,2.039392,2.069762,1,50.025368,Normal
24.15,15,16242,22,15,ack,55,16,501,16092,885060,Switch2,clien-15,2.758374,2.758374,2.768378,0,328.206042,18051.3,55,0.008441,0,2.738368,2.768378,1.030045,50.060221,Normal
